study_id,theme,subtheme,summary,quote,quote_page,quote_section,location_context,confidence
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / chloramphenicol: 1/22 (4.55%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / chloramphenicol: 1/22 (4.55%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / chloramphenicol: 1/22 (4.55%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ampicillin: 21/22 (95.45%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ampicillin: 21/22 (95.45%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ampicillin: 21/22 (95.45%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / oxacillin: 13/22 (59.09%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / oxacillin: 13/22 (59.09%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / oxacillin: 13/22 (59.09%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / chloramphenicol: 7/12 (58.33%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / chloramphenicol: 7/12 (58.33%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / chloramphenicol: 7/12 (58.33%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ampicillin: 11/12 (91.67%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ampicillin: 11/12 (91.67%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ampicillin: 11/12 (91.67%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,pathogen_specific,AMR prevalence for Acinetobacter baumannii / amikacin: 6/11 (54.55%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Acinetobacter baumannii / amikacin: 6/11 (54.55%),,,,,
Amulioto2020-Kenya-MamaLucyKibaki-2018-2019-1,amr_prevalence,specimen_site,AMR prevalence for Acinetobacter baumannii / amikacin: 6/11 (54.55%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / ceftriaxone: 1/9 (11.11%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / ceftriaxone: 1/9 (11.11%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / ceftriaxone: 1/9 (11.11%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / ciprofloxacin: 1/9 (11.11%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / ciprofloxacin: 1/9 (11.11%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / ciprofloxacin: 1/9 (11.11%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / gentamicin: 3/9 (33.33%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / gentamicin: 3/9 (33.33%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / gentamicin: 3/9 (33.33%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,pathogen_specific,AMR prevalence for Klebsiella pneumoniae / chloramphenicol: 2/6 (33.33%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Klebsiella pneumoniae / chloramphenicol: 2/6 (33.33%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,specimen_site,AMR prevalence for Klebsiella pneumoniae / chloramphenicol: 2/6 (33.33%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ceftriaxone: 0/3 (0.0%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ceftriaxone: 0/3 (0.0%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ceftriaxone: 0/3 (0.0%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 1/4 (25.0%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 1/4 (25.0%),,,,,
Billoro2019-Ethiopia-WUNEMMH-2017-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 1/4 (25.0%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / chloramphenicol: 1/14 (7.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / chloramphenicol: 1/14 (7.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / chloramphenicol: 1/14 (7.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / chloramphenicol: 1/14 (7.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cefoxitin: 8/14 (57.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cefoxitin: 8/14 (57.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / cefoxitin: 8/14 (57.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / cefoxitin: 8/14 (57.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / penicillin: 8/14 (57.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / penicillin: 8/14 (57.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Staphylococcus aureus / penicillin: 8/14 (57.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / penicillin: 8/14 (57.14%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ampicillin: 5/6 (83.33%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ampicillin: 5/6 (83.33%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / ampicillin: 5/6 (83.33%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ampicillin: 5/6 (83.33%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ceftazidime: 5/6 (83.33%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ceftazidime: 5/6 (83.33%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Escherichia coli / ceftazidime: 5/6 (83.33%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ceftazidime: 5/6 (83.33%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,pathogen_specific,AMR prevalence for Pseudomonas aeruginosa / ciprofloxacin: 0/6 (0.0%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Pseudomonas aeruginosa / ciprofloxacin: 0/6 (0.0%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,mdr_xdr_pandr,AMR prevalence for Pseudomonas aeruginosa / ciprofloxacin: 0/6 (0.0%),,,,,
Boru2025-Ethiopia-BuleHora-2023-01,amr_prevalence,specimen_site,AMR prevalence for Pseudomonas aeruginosa / ciprofloxacin: 0/6 (0.0%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / ceftriaxone: 11/12 (91.67%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / ceftriaxone: 11/12 (91.67%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,specimen_site,AMR prevalence for Escherichia coli / ceftriaxone: 11/12 (91.67%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,pathogen_specific,AMR prevalence for Proteus spp. / ceftriaxone: 3/4 (75.0%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Proteus spp. / ceftriaxone: 3/4 (75.0%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,specimen_site,AMR prevalence for Proteus spp. / ceftriaxone: 3/4 (75.0%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / oxacillin: 9/16 (56.25%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / oxacillin: 9/16 (56.25%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / oxacillin: 9/16 (56.25%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,pathogen_specific,AMR prevalence for Enterococcus faecalis / vancomycin: 3/4 (75.0%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,antibiotic_class_trends,AMR prevalence for Enterococcus faecalis / vancomycin: 3/4 (75.0%),,,,,
Burugu2022-Kenya-KenyattaNH-2022-01,amr_prevalence,specimen_site,AMR prevalence for Enterococcus faecalis / vancomycin: 3/4 (75.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ampicillin: 6/10 (60.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ampicillin: 6/10 (60.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,specimen_site,AMR prevalence for Staphylococcus aureus / ampicillin: 6/10 (60.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / doxycycline: 4/10 (40.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / doxycycline: 4/10 (40.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / azithromycin: 3/10 (30.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / azithromycin: 3/10 (30.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / amoxicillin-clavulanate: 1/10 (10.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / amoxicillin-clavulanate: 1/10 (10.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / cefuroxime: 1/10 (10.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / cefuroxime: 1/10 (10.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 5/10 (50.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / ciprofloxacin: 5/10 (50.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / chloramphenicol: 2/10 (20.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / chloramphenicol: 2/10 (20.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / oxacillin: 1/10 (10.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / oxacillin: 1/10 (10.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / netilmicin: 0/10 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / netilmicin: 0/10 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Staphylococcus aureus / vancomycin: 0/10 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Staphylococcus aureus / vancomycin: 0/10 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / ampicillin: 4/5 (80.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / ampicillin: 4/5 (80.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / doxycycline: 3/5 (60.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / doxycycline: 3/5 (60.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / azithromycin: 3/5 (60.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / azithromycin: 3/5 (60.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / amoxicillin-clavulanate: 2/5 (40.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / amoxicillin-clavulanate: 2/5 (40.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / cefuroxime: 3/5 (60.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / cefuroxime: 3/5 (60.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / ciprofloxacin: 1/5 (20.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / ciprofloxacin: 1/5 (20.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / chloramphenicol: 2/5 (40.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / chloramphenicol: 2/5 (40.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / oxacillin: 0/5 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / oxacillin: 0/5 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / netilmicin: 0/5 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / netilmicin: 0/5 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Coagulase-negative staphylococci / vancomycin: 0/5 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Coagulase-negative staphylococci / vancomycin: 0/5 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Kluyvera spp. / co-trimoxazole: 0/4 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Kluyvera spp. / co-trimoxazole: 0/4 (0.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Kluyvera spp. / doxycycline: 3/4 (75.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Kluyvera spp. / doxycycline: 3/4 (75.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Kluyvera spp. / amoxicillin-clavulanate: 2/4 (50.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Kluyvera spp. / amoxicillin-clavulanate: 2/4 (50.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Kluyvera spp. / cefotaxime: 2/4 (50.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Kluyvera spp. / cefotaxime: 2/4 (50.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Kluyvera spp. / chloramphenicol: 1/4 (25.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Kluyvera spp. / chloramphenicol: 1/4 (25.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Kluyvera spp. / cefuroxime: 1/4 (25.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Kluyvera spp. / cefuroxime: 1/4 (25.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Kluyvera spp. / ciprofloxacin: 1/4 (25.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Kluyvera spp. / ciprofloxacin: 1/4 (25.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Kluyvera spp. / gentamicin: 1/4 (25.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Kluyvera spp. / gentamicin: 1/4 (25.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / co-trimoxazole: 3/4 (75.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / co-trimoxazole: 3/4 (75.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / doxycycline: 3/4 (75.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / doxycycline: 3/4 (75.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 3/4 (75.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / amoxicillin-clavulanate: 3/4 (75.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / cefotaxime: 1/4 (25.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / cefotaxime: 1/4 (25.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,pathogen_specific,AMR prevalence for Escherichia coli / chloramphenicol: 2/4 (50.0%),,,,,
Dinda2013-Kenya-AKUHNairobi-20082009-1,amr_prevalence,antibiotic_class_trends,AMR prevalence for Escherichia coli / chloramphenicol: 2/4 (50.0%),,,,,
